Name,Behavior,Storage,FileSpec,FileSpecSustain,FileSpecRelease,Template,Loadspec,Secondary,SustainAlias,ReleaseAlias,Bus,VolumeGroup,DuckGroup,Duck,ReverbSend,CenterSend,VolMin,VolMax,DistMin,DistMaxDry,DistMaxWet,DryMinCurve,DryMaxCurve,WetMinCurve,WetMaxCurve,LimitCount,LimitType,EntityLimitCount,EntityLimitType,PitchMin,PitchMax,PriorityMin,PriorityMax,PriorityThresholdMin,PriorityThresholdMax,AmplitudePriority,PanType,Pan,Futz,Looping,RandomizeType,Probability,StartDelay,EnvelopMin,EnvelopMax,EnvelopPercent,OcclusionLevel,IsBig,DistanceLpf,FluxType,FluxTime,Subtitle,Doppler,ContextType,ContextValue,ContextType1,ContextValue1,ContextType2,ContextValue2,ContextType3,ContextValue3,Timescale,IsMusic,IsCinematic,FadeIn,FadeOut,Pauseable,StopOnEntDeath,Compression,StopOnPlay,DopplerScale,FutzPatch,VoiceLimit,IgnoreMaxDist,NeverPlayTwice,ContinuousPan,FileSource,FileSourceSustain,FileSourceRelease,FileTarget,FileTargetSustain,FileTargetRelease,Platform,Language,OutputDevices,PlatformMask,WiiUMono,StopAlias,DistanceLpfMin,DistanceLpfMax,FacialAnimationName,RestartContextLoops,SilentInCPZ,ContextFailsafe,GPAD,GPADOnly,MuteVoice,MuteMusic,RowSourceFileName,RowSourceShortName,RowSourceLineNumber

#BOCW Aug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_t9_aug_shot_plr,,,t9_weapons\t9_aug\wpn_powerburst_fire.wav,,,wpn_t9_shot_plr,,wpn_t9_aug_shot_act_plr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_t9_aug_shot_npc,,,t9_weapons\t9_aug\wpn_powerburst_fire.wav,,,wpn_t9_shot_npc,,wpn_t9_aug_shot_act_npc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_t9_aug_shot_last_plr,,,t9_weapons\common\wpn_tr_longburst_low_ammo.wav,,,wpn_t9_shot_plr,,wpn_t9_aug_shot_plr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_t9_aug_shot_last_npc,,,t9_weapons\common\wpn_tr_longburst_low_ammo.wav,,,wpn_t9_shot_npc,,wpn_t9_aug_shot_npc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_t9_aug_pap_shot_plr,,,t9_weapons\t9_aug\wpn_tr_powerburst_t9_burst_pap.wav,,,wpn_t9_pap_shot_plr,,wpn_t9_aug_shot_plr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_t9_aug_pap_shot_npc,,,t9_weapons\t9_aug\wpn_tr_powerburst_t9_burst_pap.wav,,,wpn_t9_pap_shot_npc,,wpn_t9_aug_shot_npc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_t9_aug_pap_shot_last_plr,,,t9_weapons\t9_aug\wpn_tr_powerburst_t9_burst_pap.wav,,,wpn_t9_pap_shot_plr,,wpn_t9_aug_shot_last_plr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_t9_aug_pap_shot_last_npc,,,t9_weapons\t9_aug\wpn_tr_powerburst_t9_burst_pap.wav,,,wpn_t9_pap_shot_npc,,wpn_t9_aug_shot_last_npc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_t9_aug_shot_act_plr,,,t9_weapons\t9_aug\wpn_powerburst_act.wav,,,wpn_t9_act_plr,,wpn_t9_aug_shot_ads_plr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_t9_aug_shot_act_npc,,,t9_weapons\t9_aug\wpn_powerburst_act.wav,,,wpn_t9_act_npc,,wpn_t9_aug_shot_ads_npc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_t9_aug_shot_ads_plr,,,t9_weapons\t9_aug\wpn_powerburst_act.wav,,,wpn_t9_act_plr,,wpn_t9_aug_shot_lfe_plr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_t9_aug_shot_ads_npc,,,t9_weapons\t9_aug\wpn_powerburst_act.wav,,,wpn_t9_act_npc,,wpn_t9_aug_shot_lfe_npc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_t9_aug_shot_lfe_plr,,,t9_weapons\t9_aug\wpn_powerburst_lfe.wav,,,wpn_t9_shot_plr,,wpn_t9_aug_decay_plr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_t9_aug_shot_lfe_npc,,,t9_weapons\t9_aug\wpn_powerburst_lfe.wav,,,wpn_t9_shot_npc,,wpn_t9_aug_dist_npc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_t9_aug_decay_plr,,,t9_weapons\t9_aug\wpn_tr_powerburst_interior_decay.wav,,,wpn_t9_ring_plr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_t9_aug_dist_npc,,,t9_weapons\t9_aug\wpn_tr_powerburst_dist.wav,,,wpn_t9_dist_npc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_t9_aug_inspect_pt1,,,t9_weapons\t9_aug\foley\fly_tr_powerburst_inspect_pt1.wav,,,wpn_t9_reload_plr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_t9_aug_inspect_pt2,,,t9_weapons\t9_aug\foley\fly_tr_powerburst_inspect_pt2.wav,,,wpn_t9_reload_plr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_t9_aug_lower,,,t9_weapons\t9_aug\foley\fly_tr_powerburst_lower.wav,,,wpn_t9_cloth_plr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_t9_aug_raise,,,t9_weapons\t9_aug\foley\fly_tr_powerburst_raise.wav,,,wpn_t9_cloth_plr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_t9_aug_bolt_back,,,t9_weapons\t9_aug\foley\fly_tr_powerburst_bolt_back.wav,,,wpn_t9_reload_plr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_t9_aug_bolt_release,,,t9_weapons\t9_aug\foley\fly_tr_powerburst_bolt_release.wav,,,wpn_t9_reload_plr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_t9_aug_mag_out,,,t9_weapons\t9_aug\foley\fly_tr_powerburst_mag_out.wav,,,wpn_t9_reload_plr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_t9_aug_mag_in,,,t9_weapons\t9_aug\foley\fly_tr_powerburst_mag_in.wav,,,wpn_t9_reload_plr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_t9_aug_mag_grab,,,t9_weapons\t9_aug\foley\fly_tr_powerburst_mag_grab.wav,,,wpn_t9_cloth_plr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_t9_aug_tac_mag_out,,,t9_weapons\t9_aug\foley\fly_tr_powerburst_tac_mag_out.wav,,,wpn_t9_reload_plr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_t9_aug_tac_mag_in,,,t9_weapons\t9_aug\foley\fly_tr_powerburst_tac_mag_in.wav,,,wpn_t9_reload_plr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_t9_aug_tac_mag_grab,,,t9_weapons\t9_aug\foley\fly_tr_powerburst_tac_mag_grab.wav,,,wpn_t9_cloth_plr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_t9_aug_end,,,t9_weapons\t9_aug\foley\fly_tr_powerburst_end.wav,,,wpn_t9_reload_plr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_t9_aug_start,,,t9_weapons\t9_aug\foley\fly_tr_powerburst_start.wav,,,wpn_t9_reload_plr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

#BOCW M16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_t9_m16_shot_plr,,,t9_weapons\t9_m16\wpn_tr_longburst_fire.wav,,,wpn_t9_shot_plr,,wpn_t9_m16_shot_act_plr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_t9_m16_shot_npc,,,t9_weapons\t9_m16\wpn_tr_longburst_fire.wav,,,wpn_t9_shot_npc,,wpn_t9_m16_shot_act_npc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_t9_m16_shot_last_plr,,,t9_weapons\common\wpn_tr_longburst_low_ammo.wav,,,wpn_t9_shot_plr,,wpn_t9_m16_shot_plr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_t9_m16_shot_last_npc,,,t9_weapons\common\wpn_tr_longburst_low_ammo.wav,,,wpn_t9_shot_npc,,wpn_t9_m16_shot_npc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_t9_m16_pap_shot_plr,,,t9_weapons\t9_m16\wpn_tr_longburst_t9_burst_pap.wav,,,wpn_t9_pap_shot_plr,,wpn_t9_m16_shot_plr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_t9_m16_pap_shot_npc,,,t9_weapons\t9_m16\wpn_tr_longburst_t9_burst_pap.wav,,,wpn_t9_pap_shot_npc,,wpn_t9_m16_shot_npc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_t9_m16_pap_shot_last_plr,,,t9_weapons\t9_m16\wpn_tr_longburst_t9_burst_pap.wav,,,wpn_t9_pap_shot_plr,,wpn_t9_m16_shot_last_plr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_t9_m16_pap_shot_last_npc,,,t9_weapons\t9_m16\wpn_tr_longburst_t9_burst_pap.wav,,,wpn_t9_pap_shot_npc,,wpn_t9_m16_shot_last_npc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_t9_m16_shot_act_plr,,,t9_weapons\t9_m16\wpn_tr_longburst_act.wav,,,wpn_t9_act_plr,,wpn_t9_m16_shot_ads_plr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_t9_m16_shot_act_npc,,,t9_weapons\t9_m16\wpn_tr_longburst_act.wav,,,wpn_t9_act_npc,,wpn_t9_m16_shot_ads_npc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_t9_m16_shot_ads_plr,,,t9_weapons\t9_m16\wpn_tr_longburst_ads_00.wav,,,wpn_t9_act_plr,,wpn_t9_m16_shot_lfe_plr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_t9_m16_shot_ads_npc,,,t9_weapons\t9_m16\wpn_tr_longburst_ads_00.wav,,,wpn_t9_act_npc,,wpn_t9_m16_shot_lfe_npc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_t9_m16_shot_ads_plr,,,t9_weapons\t9_m16\wpn_tr_longburst_ads_01.wav,,,wpn_t9_act_plr,,wpn_t9_m16_shot_lfe_plr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_t9_m16_shot_ads_npc,,,t9_weapons\t9_m16\wpn_tr_longburst_ads_01.wav,,,wpn_t9_act_npc,,wpn_t9_m16_shot_lfe_npc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_t9_m16_shot_lfe_plr,,,t9_weapons\t9_m16\wpn_tr_longburst_lfe.wav,,,wpn_t9_shot_plr,,wpn_t9_m16_decay_plr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_t9_m16_shot_lfe_npc,,,t9_weapons\t9_m16\wpn_tr_longburst_lfe.wav,,,wpn_t9_shot_npc,,wpn_t9_m16_dist_npc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_t9_m16_decay_plr,,,t9_weapons\t9_m16\wpn_tr_longburst_interior_decay.wav,,,wpn_t9_ring_plr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_t9_m16_dist_npc,,,t9_weapons\t9_m16\wpn_tr_longburst_fire_dist.wav,,,wpn_t9_dist_npc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_t9_m16_inspect,,,t9_weapons\t9_m16\foley\fly_tr_longburst_inspect.wav,,,wpn_t9_reload_plr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_t9_m16_lower,,,t9_weapons\t9_m16\foley\fly_tr_longburst_lower.wav,,,wpn_t9_cloth_plr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_t9_m16_raise,,,t9_weapons\t9_m16\foley\fly_tr_longburst_raise.wav,,,wpn_t9_cloth_plr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_t9_m16_bolt_back,,,t9_weapons\t9_m16\foley\fly_tr_longburst_charge_back.wav,,,wpn_t9_reload_plr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_t9_m16_bolt_release,,,t9_weapons\t9_m16\foley\fly_tr_longburst_charge_release.wav,,,wpn_t9_reload_plr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_t9_m16_fast_bolt_release,,,t9_weapons\t9_m16\foley\fast_bolt_release\fly_tr_longburst_fast_bolt_release_01.wav,,,wpn_t9_reload_plr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_t9_m16_fast_bolt_release,,,t9_weapons\t9_m16\foley\fast_bolt_release\fly_tr_longburst_fast_bolt_release_02.wav,,,wpn_t9_reload_plr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_t9_m16_start,,,t9_weapons\t9_m16\foley\fly_tr_longburst_start.wav,,,wpn_t9_reload_plr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_t9_m16_empty_end,,,t9_weapons\t9_m16\foley\fly_tr_longburst_empty_end.wav,,,wpn_t9_reload_plr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_t9_m16_tac_end,,,t9_weapons\t9_m16\foley\fly_tr_longburst_tac_end.wav,,,wpn_t9_reload_plr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_t9_m16_fast_mag_out,,,t9_weapons\t9_m16\foley\fly_tr_longburst_fast_mag_out.wav,,,wpn_t9_reload_plr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_t9_m16_fast_mag_out_flip,,,t9_weapons\t9_m16\foley\fly_tr_longburst_fast_mag_out_flip.wav,,,wpn_t9_reload_plr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_t9_m16_fast_mag_in,,,t9_weapons\t9_m16\foley\fly_tr_longburst_fast_mag_in.wav,,,wpn_t9_reload_plr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_t9_m16_fast_mag_in_flip,,,t9_weapons\t9_m16\foley\fly_tr_longburst_fast_mag_in_flip.wav,,,wpn_t9_reload_plr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_t9_m16_mag_out,,,t9_weapons\t9_m16\foley\fly_tr_longburst_mag_out.wav,,,wpn_t9_reload_plr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_t9_m16_mag_in,,,t9_weapons\t9_m16\foley\fly_tr_longburst_mag_in.wav,,,wpn_t9_reload_plr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_t9_m16_rattle,,,t9_weapons\t9_m16\foley\rattle\fly_tr_longburst_rattle_01.wav,,,wpn_t9_reload_plr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_t9_m16_rattle,,,t9_weapons\t9_m16\foley\rattle\fly_tr_longburst_rattle_02.wav,,,wpn_t9_reload_plr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_t9_m16_rattle,,,t9_weapons\t9_m16\foley\rattle\fly_tr_longburst_rattle_03.wav,,,wpn_t9_reload_plr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

#BOCW M16A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_t9_m16a1_shot_plr,,,t9_weapons\t9_m16a1\wpn_tr_fullauto_classic_start.wav,,,wpn_t9_shot_plr,,wpn_t9_m16a1_shot_act_plr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_t9_m16a1_shot_npc,,,t9_weapons\t9_m16a1\wpn_tr_fullauto_classic_start.wav,,,wpn_t9_shot_npc,,wpn_t9_m16a1_shot_act_npc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_t9_m16a1_shot_last_plr,,,t9_weapons\common\wpn_t9_low_ammo.wav,,,wpn_t9_shot_plr,,wpn_t9_m16a1_shot_plr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_t9_m16a1_shot_last_npc,,,t9_weapons\common\wpn_t9_low_ammo.wav,,,wpn_t9_shot_npc,,wpn_t9_m16a1_shot_npc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_t9_m16a1_pap_shot_plr,,,t9_weapons\common\pap\wpn_pap_first.wav,,,wpn_t9_pap_shot_plr,,wpn_t9_m16a1_shot_plr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_t9_m16a1_pap_shot_npc,,,t9_weapons\common\pap\wpn_pap_first.wav,,,wpn_t9_pap_shot_npc,,wpn_t9_m16a1_shot_npc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_t9_m16a1_pap_shot_last_plr,,,t9_weapons\common\pap\wpn_pap_first.wav,,,wpn_t9_pap_shot_plr,,wpn_t9_m16a1_shot_last_plr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_t9_m16a1_pap_shot_last_npc,,,t9_weapons\common\pap\wpn_pap_first.wav,,,wpn_t9_pap_shot_npc,,wpn_t9_m16a1_shot_last_npc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
